,cnc0_should_be_online,cnc1_should_be_online,lathe0_should_be_online,lathe1_should_be_online,lathe2_should_be_online,mill0_should_be_online,grinder0_should_be_online,cnc0_is_online,cnc1_is_online,lathe0_is_online,lathe1_is_online,lathe2_is_online,mill0_is_online,grinder0_is_online,cnc0_ideal_production_time,cnc1_ideal_production_time,lathe0_ideal_production_time,lathe1_ideal_production_time,lathe2_ideal_production_time,mill0_ideal_production_time,grinder0_ideal_production_time,cnc0_real_production_time,cnc1_real_production_time,lathe0_real_production_time,lathe1_real_production_time,lathe2_real_production_time,mill0_real_production_time,grinder0_real_production_time,cnc0_defective,cnc1_defective,lathe0_defective,lathe1_defective,lathe2_defective,mill0_defective,grinder0_defective,cnc0_availability,cnc1_availability,lathe0_availability,lathe1_availability,lathe2_availability,mill0_availability,grinder0_availability,cnc0_performance,cnc1_performance,lathe0_performance,lathe1_performance,lathe2_performance,mill0_performance,grinder0_performance,cnc0_quality,cnc1_quality,lathe0_quality,lathe1_quality,lathe2_quality,mill0_quality,grinder0_quality,cnc0_oee,cnc1_oee,lathe0_oee,lathe1_oee,lathe2_oee,mill0_oee,grinder0_oee,all_machines_availability,all_machines_performance,all_machines_quality,all_machines_oee
2024-01-09 17:50:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,135.78179140623217,121.82208245242134,120.0,120.0,148.67350514258163,120.0,0.0,0.0,0.0,0.0,0.0,0.5848260624637761,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8850862776534245,0.9872341781645644,1.0,1.0,0.8050972184880862,1.0,1.0,1.0,1.0,1.0,1.0,0.4106680180147876,1.0,0.0,0.8850862776534245,0.9872341781645644,1.0,1.0,0.33062767902572077,1.0,0.8571428571428571,0.9539168106151535,0.9158097168592553,0.7432783049776728
2024-01-09 18:00:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,135.8604213756103,121.93429440064084,120.0,120.0,148.51384249279292,120.0,0.0,0.0,0.0,0.0,0.0,0.6021022093577048,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8845590557120314,0.9863599339311521,1.0,1.0,0.8059097730095511,1.0,1.0,1.0,1.0,1.0,1.0,0.4120564319862482,1.0,0.0,0.8845590557120314,0.9863599339311521,1.0,1.0,0.33208030556916285,1.0,0.8571428571428571,0.9538326803789621,0.9160080617123212,0.7432856136017637
2024-01-09 18:10:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,135.93818880647635,122.0482975610925,120.0,120.0,148.35046634915182,120.0,0.0,0.0,0.0,0.0,0.0,0.6280312694685098,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8840381348622776,0.9854727806655393,1.0,1.0,0.8067443933579029,1.0,1.0,1.0,1.0,1.0,1.0,0.4071500911460516,1.0,0.0,0.8840381348622776,0.9854727806655393,1.0,1.0,0.32846605328723627,1.0,0.8571428571428571,0.9537507584122457,0.9153071558780074,0.7425681384021505
2024-01-09 18:20:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,136.01509724334358,122.16409284757138,120.0,120.0,148.1833990635111,120.0,0.0,0.0,0.0,0.0,0.0,0.6602120718837389,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.88352347179595,0.9845727758987975,1.0,1.0,0.8076010994858306,1.0,1.0,1.0,1.0,1.0,1.0,0.39488340416892265,1.0,0.0,0.88352347179595,0.9845727758987975,1.0,1.0,0.3189082713755296,1.0,0.8571428571428571,0.9536710495972255,0.9135547720241318,0.7410006455814682
2024-01-09 18:30:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,136.0911502819651,122.28168073292358,120.0,120.0,148.01266367112493,120.0,0.0,0.0,0.0,0.0,0.0,0.6949970261598044,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8830150232360552,0.9836599816822177,1.0,1.0,0.8084799105278785,1.0,1.0,1.0,1.0,1.0,1.0,0.37545051336525215,1.0,0.0,0.8830150232360552,0.9836599816822177,1.0,1.0,0.3035441974531851,1.0,0.8571428571428571,0.9535935593494501,0.9107786447664646,0.7386027431959226
2024-01-09 18:40:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,136.1663515675669,122.4010612485221,120.0,120.0,147.83828388655976,120.0,0.0,0.0,0.0,0.0,0.0,0.7278696837301216,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8825127459449401,0.9827344645492317,1.0,1.0,0.8093808447695524,1.0,1.0,1.0,1.0,1.0,1.0,0.3503269461560574,1.0,0.0,0.8825127459449401,0.9827344645492317,1.0,1.0,0.28354791962532727,1.0,0.8571428571428571,0.9535182936091033,0.9071895637365797,0.7355421614456427
2024-01-09 18:50:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,136.24070479308415,122.52223398383774,120.0,120.0,147.6602840994675,120.0,0.0,0.0,0.0,0.0,0.0,0.7539324796938118,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8820165967323227,0.9817962954750588,1.0,1.0,0.8103039196152029,1.0,1.0,1.0,1.0,1.0,1.0,0.32214254328438463,1.0,0.0,0.8820165967323227,0.9817962954750588,1.0,1.0,0.26103336549814704,1.0,0.8571428571428571,0.9534452588317978,0.9031632204691978,0.7321208939579327
2024-01-09 19:00:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,136.31421369740085,122.64519808610459,120.0,120.0,147.4786893702227,120.0,0.0,0.0,0.0,0.0,0.0,0.7684544134174163,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8815265324632303,0.9808455498341183,1.0,1.0,0.8112491515546728,1.0,1.0,1.0,1.0,1.0,1.0,0.2944171759410995,1.0,0.0,0.8815265324632303,0.9808455498341183,1.0,1.0,0.2388456841853398,1.0,0.8571428571428571,0.9533744619788601,0.8992024537058713,0.7287453952118126
2024-01-09 19:10:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,136.3868820635937,122.76995226008077,120.0,120.0,147.29352542542418,120.0,0.0,0.0,0.0,0.0,0.0,0.7674213484895417,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8810425100658495,0.9798823073552456,1.0,1.0,0.812216556128701,1.0,1.0,1.0,1.0,1.0,1.0,0.2711854961042608,1.0,0.0,0.8810425100658495,0.9798823073552456,1.0,1.0,0.22026134971785596,1.0,0.8571428571428571,0.9533059105071137,0.8958836423006087,0.7258837381627073
2024-01-09 19:20:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,136.4587137171803,122.89649476790365,120.0,120.0,147.10481865326204,120.0,0.0,0.0,0.0,0.0,0.0,0.7480303907765481,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8805644865392849,0.9789066520747519,1.0,1.0,0.8132061478930672,1.0,1.0,1.0,1.0,1.0,1.0,0.25654910962212607,1.0,0.0,0.8805644865392849,0.9789066520747519,1.0,1.0,0.20862731318120536,1.0,0.8571428571428571,0.9532396123581578,0.893792729946018,0.7240140645421774
2024-01-09 19:30:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,136.52971252437243,123.02482342904031,120.0,120.0,146.91259609875164,120.0,0.0,0.0,0.0,0.0,0.0,0.7090746182988522,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8800924189612291,0.9779186722873745,1.0,1.0,0.8142179403814699,1.0,1.0,1.0,1.0,1.0,1.0,0.254202844265618,1.0,0.0,0.8800924189612291,0.9779186722873745,1.0,1.0,0.20697651629706304,1.0,0.8571428571428571,0.9531755759471533,0.8934575491808026,0.7235696582208095
2024-01-09 19:40:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,136.5998823903347,123.15493562033203,120.0,120.0,146.71688545883472,120.0,0.0,0.0,0.0,0.0,0.0,0.6511748537255178,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.879626264495544,0.9769184604951603,1.0,1.0,0.8152519460671228,1.0,1.0,1.0,1.0,1.0,1.0,0.2669853159330521,1.0,0.0,0.879626264495544,0.9769184604951603,1.0,1.0,0.2176602983857663,1.0,0.8571428571428571,0.9531138101511181,0.8952836165618646,0.7248864319109244
2024-01-09 19:50:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,136.66922725744917,123.28682827613417,120.0,120.0,146.51771507734935,120.0,0.0,0.0,0.0,0.0,0.0,0.5768301797627864,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8791659803997541,0.9759061133543319,1.0,1.0,0.8163081763230627,1.0,1.0,1.0,1.0,1.0,1.0,0.2965023659215563,1.0,0.0,0.8791659803997541,0.9759061133543319,1.0,1.0,0.24203730560089906,1.0,0.8571428571428571,0.9530543242967356,0.8995003379887938,0.7281584856221407
2024-01-09 20:00:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,136.737751103586,123.42049788855,120.0,120.0,146.31511393986963,120.0,0.0,0.0,0.0,0.0,0.0,0.4902770138032195,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.878711524032452,0.9748817316201844,1.0,1.0,0.8173866413811556,1.0,1.0,1.0,1.0,1.0,1.0,0.34286526585725563,1.0,0.0,0.878711524032452,0.9748817316201844,1.0,1.0,0.2802534881053192,1.0,0.8571428571428571,0.9529971281476846,0.9061236094081794,0.733406677679708
2024-01-09 20:10:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,136.80545794038133,123.55594050775905,120.0,120.0,146.1091116684163,120.0,0.0,0.0,0.0,0.0,0.0,0.3971659669345615,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8782628528606159,0.9738454200900661,1.0,1.0,0.8184873502897864,1.0,1.0,1.0,1.0,1.0,1.0,0.40457449611641905,1.0,0.0,0.8782628528606159,0.9738454200900661,1.0,1.0,0.3311391073211533,1.0,0.8571428571428571,0.9529422318914955,0.914939213730917,0.740463911467405
2024-01-09 20:20:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,136.872351811522,123.69315174243954,120.0,120.0,145.89973851603855,120.0,0.0,0.0,0.0,0.0,0.0,0.30408445365814857,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8778199244668411,0.9727972875444931,1.0,1.0,0.8196103108702323,1.0,1.0,1.0,1.0,1.0,1.0,0.4785654856361524,1.0,0.0,0.8778199244668411,0.9727972875444931,1.0,1.0,0.39223720645401056,1.0,0.8571428571428571,0.9528896461259382,0.925509355090879,0.7489792026379065
2024-01-09 20:30:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,136.93843679103804,123.83212676028533,120.0,120.0,145.68702536127023,120.0,0.0,0.0,0.0,0.0,0.0,0.21796918401528353,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8773826965564834,0.9717374466864571,1.0,1.0,0.8207555296716954,1.0,1.0,1.0,1.0,1.0,1.0,0.5604163913500804,1.0,0.0,0.8773826965564834,0.9717374466864571,1.0,1.0,0.4599648521192353,1.0,0.8571428571428571,0.9528393818449479,0.93720234162144,0.7584407136231679
2024-01-09 20:40:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,137.00371698160325,123.97286028861578,120.0,120.0,145.47100370245886,120.0,0.0,0.0,0.0,0.0,0.0,0.1454645962262345,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8769511269647174,0.9706660140789768,1.0,1.0,0.8219230119249962,1.0,1.0,1.0,1.0,1.0,1.0,0.6447014342666277,1.0,0.0,0.8769511269647174,0.9706660140789768,1.0,1.0,0.5298949446447916,1.0,0.8571428571428571,0.9527914504240985,0.9492430620380896,0.7682160122412123
2024-01-09 20:50:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,137.06819651284445,124.11534661508016,120.0,120.0,145.25170565197138,120.0,0.0,0.0,0.0,0.0,0.0,0.09228972759963758,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8765251736635085,0.9695831100809565,1.0,1.0,0.8231127614949104,1.0,1.0,1.0,1.0,1.0,1.0,0.725458176293819,1.0,0.0,0.8765251736635085,0.9695831100809565,1.0,1.0,0.597133882838267,1.0,0.8571428571428571,0.9527458636056252,0.9607797394705456,0.7776060237975332
2024-01-09 21:00:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,137.13187953965937,124.25957958845476,120.0,120.0,145.02916393027567,120.0,0.0,0.0,0.0,0.0,0.0,0.06267627049787816,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8761047947684973,0.9684888587814067,1.0,1.0,0.8243247808311436,1.0,1.0,1.0,1.0,1.0,1.0,0.7967249668447094,1.0,0.0,0.8761047947684973,0.9684888587814067,1.0,1.0,0.6567601336769652,1.0,0.8571428571428571,0.9527026334830068,0.9709607095492442,0.7859076838895528
2024-01-09 21:10:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,137.19477024054427,124.40555261953351,120.0,120.0,144.80341185990068,120.0,0.0,0.0,0.0,0.0,0.0,0.058934532977824465,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8756899485458014,0.9673833879320891,1.0,1.0,0.8255590709179299,1.0,1.0,1.0,1.0,1.0,1.0,0.8530968725041655,1.0,0.0,0.8756899485458014,0.9673833879320891,1.0,1.0,0.7042818614675306,1.0,0.8571428571428571,0.9526617724851173,0.9790138389291665,0.7924793139922031
2024-01-09 21:20:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,137.25687281593108,124.55325868211135,120.0,120.0,144.57448335927535,120.0,0.0,0.0,0.0,0.0,0.0,0.08119226537512511,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8752805934187285,0.9662668288786481,1.0,1.0,0.8268156312222517,1.0,1.0,1.0,1.0,1.0,1.0,0.8902455705513361,1.0,0.0,0.8752805934187285,0.9662668288786481,1.0,1.0,0.7360689533582165,1.0,0.8571428571428571,0.9526232933599468,0.984320795793048,0.7968023393793705
2024-01-09 21:30:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,137.31819148653477,124.70269031405985,120.0,120.0,144.34241293644837,120.0,0.0,0.0,0.0,0.0,0.0,0.12733494884920593,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8748766879744064,0.9651393164902902,1.0,1.0,0.8280944596406653,1.0,1.0,1.0,1.0,1.0,1.0,0.905351276412349,1.0,0.0,0.8748766879744064,0.9651393164902902,1.0,1.0,0.7497163760256708,1.0,0.8571428571428571,0.9525872091579088,0.9864787537731926,0.7985331972129096
2024-01-09 21:40:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,137.37873049171162,124.85383961849564,120.0,120.0,144.1072356826897,120.0,0.0,0.0,0.0,0.0,0.0,0.19315676338321833,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8744781909703264,0.9640009890880749,1.0,1.0,0.8293955524447291,1.0,1.0,1.0,1.0,1.0,1.0,0.897402581886185,1.0,0.0,0.8744781909703264,0.9640009890880749,1.0,1.0,0.7443017101688186,1.0,0.8571428571428571,0.9525535332147329,0.9853432259837407,0.7975401271753172
2024-01-09 21:50:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,137.43849408782816,125.00669826504023,120.0,120.0,143.86898726597542,120.0,0.0,0.0,0.0,0.0,0.0,0.27271096623530044,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8740850613408019,0.9628519883718853,1.0,1.0,0.8307189042250216,1.0,1.0,1.0,1.0,1.0,1.0,0.8673323754469079,1.0,0.0,0.8740850613408019,0.9628519883718853,1.0,1.0,0.7205094005301403,1.0,0.8571428571428571,0.9525222791339585,0.9810474822067011,0.7939209214632611
2024-01-09 22:00:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,137.4974865466417,125.16125749117163,120.0,120.0,143.62770392435706,120.0,0.0,0.0,0.0,0.0,0.0,0.35882884466388604,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.873697258203343,0.9616924593461397,1.0,1.0,0.832064507833748,1.0,1.0,1.0,1.0,1.0,1.0,0.8179736130859067,1.0,0.0,0.873697258203343,0.9616924593461397,1.0,1.0,0.6806068117933175,1.0,0.8571428571428571,0.952493460769033,0.9739962304408438,0.7879995041918286
2024-01-09 22:10:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,137.55571215369264,125.31750810366724,120.0,120.0,143.3834224592171,120.0,0.0,0.0,0.0,0.0,0.0,0.443759705568741,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8733147408649437,0.9605225502443112,1.0,1.0,0.8334323543259222,1.0,1.0,1.0,1.0,1.0,1.0,0.7538360843207539,1.0,0.0,0.8733147408649437,0.9605225502443112,1.0,1.0,0.6282713825312803,1.0,0.8571428571428571,0.9524670922050253,0.9648337263315362,0.7803012390915051
2024-01-09 22:20:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,137.61317520670906,125.4754404801372,120.0,120.0,143.13618022841166,120.0,0.0,0.0,0.0,0.0,0.0,0.5198722003191092,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8729374688282863,0.9593424124523274,1.0,1.0,0.8348224328991224,1.0,1.0,1.0,1.0,1.0,1.0,0.6807227618300898,1.0,0.0,0.8729374688282863,0.9593424124523274,1.0,1.0,0.5682826321608054,1.0,0.8571428571428571,0.9524431877399623,0.9543889659757271,0.7715089304916313
2024-01-09 22:30:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,137.66988001402382,125.63504457064856,120.0,120.0,142.88601513930263,120.0,0.0,0.0,0.0,0.0,0.0,0.5803508823261234,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8725654017978601,0.9581522004309093,1.0,1.0,0.8362347308318125,1.0,1.0,1.0,1.0,1.0,1.0,0.6052201062506035,1.0,0.0,0.8725654017978601,0.9581522004309093,1.0,1.0,0.5061060726444744,1.0,0.8571428571428571,0.9524217618657974,0.9436028723215149,0.7624033821247492
2024-01-09 22:40:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,137.72583089300454,125.79630989943915,120.0,120.0,142.63296564167948,120.0,0.0,0.0,0.0,0.0,0.0,0.6198219166900019,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.872198499685994,0.9569520716369251,1.0,1.0,0.8376692334202244,1.0,1.0,1.0,1.0,1.0,1.0,0.5341092473661397,1.0,0.0,0.872198499685994,0.9569520716369251,1.0,1.0,0.44740688380384724,1.0,0.8571428571428571,0.9524028292490205,0.9334441781951629,0.7537939221609665
2024-01-09 22:50:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,137.7810321684974,125.959225566721,120.0,120.0,142.3770707205733,120.0,0.0,0.0,0.0,0.0,0.0,0.07920016299269492,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8718367226188052,0.9557421864438237,1.0,1.0,0.839125923913798,1.0,1.0,1.0,1.0,1.0,1.0,0.5663610479065739,1.0,0.0,0.8718367226188052,0.9557421864438237,1.0,1.0,0.4752482375933907,1.0,0.8571428571428571,0.9523864047109181,0.9380515782723676,0.7575467352365742
2024-01-09 23:00:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,137.83548817128388,126.12378025057298,120.0,120.0,142.11836988896437,120.0,0.0,0.0,0.0,0.0,0.0,0.081430282081566,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8714800309420617,0.9545227080612154,1.0,1.0,0.8406047834491747,1.0,1.0,1.0,1.0,1.0,1.0,0.612594141670294,1.0,0.0,0.8714800309420617,0.9545227080612154,1.0,1.0,0.5149495658009905,1.0,0.8571428571428571,0.9523725032074931,0.9446563059528991,0.7629931864006096
2024-01-09 23:10:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,137.88920323655216,126.2899622089218,120.0,120.0,141.8569031803842,120.0,0.0,0.0,0.0,0.0,0.0,0.08369425298261443,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8711283852269607,0.953293802453674,1.0,1.0,0.8421057909827399,1.0,1.0,1.0,1.0,1.0,1.0,0.6726050504346484,1.0,0.0,0.8711283852269607,0.953293802453674,1.0,1.0,0.5664046080152552,1.0,0.8571428571428571,0.9523611398090536,0.9532292929192355,0.7701181136708415
2024-01-09 23:20:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,137.94218170238298,126.45775928161135,120.0,120.0,141.59271114141436,120.0,0.0,0.0,0.0,0.0,0.0,0.08599123529390815,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8707817462758195,0.9520556382588201,1.0,1.0,0.8436289232217168,1.0,1.0,1.0,1.0,1.0,1.0,0.7449185446055152,1.0,0.0,0.8707817462758195,0.9520556382588201,1.0,1.0,0.6284348296734392,1.0,0.8571428571428571,0.9523523296794795,0.9635597920865022,0.7787531734582969
2024-01-09 23:30:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,137.99442790824997,126.62715889255949,120.0,120.0,141.3258348240833,120.0,0.0,0.0,0.0,0.0,0.0,0.08832037387804295,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8704400751276834,0.9508083867047671,1.0,1.0,0.8451741545538067,1.0,1.0,1.0,1.0,1.0,1.0,0.8269236293468619,1.0,0.0,0.8704400751276834,0.9508083867047671,1.0,1.0,0.6988944793137994,1.0,0.8571428571428571,0.9523460880551795,0.9752748041924088,0.7885918487351785
2024-01-09 23:40:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,138.04594619353523,126.79814805200172,120.0,120.0,141.05631577816277,120.0,0.0,0.0,0.0,0.0,0.0,0.0906807991966545,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8701033330638449,0.9495522215269853,1.0,1.0,0.8467414569753764,1.0,1.0,1.0,1.0,1.0,1.0,0.9151138155957532,1.0,0.0,0.8701033330638449,0.9495522215269853,1.0,1.0,0.774864805515844,1.0,0.8571428571428571,0.9523424302237438,0.9878734022279648,0.7992171943009535
2024-01-09 23:50:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,138.09674089606057,126.97071335882183,120.0,120.0,140.78419604336537,120.0,0.0,0.0,0.0,0.0,0.0,0.0930716276502575,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8697714816132799,0.9482873188846629,1.0,1.0,0.848330800018196,1.0,1.0,1.0,1.0,1.0,1.0,0.9128019048194927,1.0,0.0,0.8697714816132799,0.9482873188846629,1.0,1.0,0.7743579701736535,1.0,0.8571428571428571,0.9523413715023056,0.9875431292599276,0.7989166815245137
2024-01-10 00:00:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,138.1468163506343,127.14484100296787,120.0,120.0,140.50951814144534,120.0,0.0,0.0,0.0,0.0,0.0,0.09549196192326663,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8694444825579941,0.9470138572766289,1.0,1.0,0.8499421506747277,1.0,1.0,1.0,1.0,1.0,1.0,0.9104582915125427,1.0,0.0,0.8694444825579941,0.9470138572766289,1.0,1.0,0.7738368783878087,1.0,0.8571428571428571,0.9523429272156215,0.9872083273589346,0.7986136026032045
2024-01-10 00:10:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,138.1961768876145,127.32051676795389,120.0,120.0,140.23232506820355,120.0,0.0,0.0,0.0,0.0,0.0,0.09794089133403659,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8691222979382869,0.9457320174569027,1.0,1.0,0.8515754733219666,1.0,1.0,1.0,1.0,1.0,1.0,0.9080838517873056,1.0,0.0,0.8691222979382869,0.9457320174569027,1.0,1.0,0.7733019359018093,1.0,0.8571428571428571,0.9523471126738795,0.9868691216839007,0.7983080358995712
2024-01-10 00:20:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,138.24482683148844,127.49772603344634,120.0,120.0,139.95266028539893,120.0,0.0,0.0,0.0,0.0,0.0,0.10041749218977991,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8688048900579254,0.9444419823499447,1.0,1.0,0.8532307296438439,1.0,1.0,1.0,1.0,1.0,1.0,0.9056794756379937,1.0,0.0,0.8688048900579254,0.9444419823499447,1.0,1.0,0.7727535598220593,1.0,0.8571428571428571,0.9523539431502448,0.9865256393768563,0.7980000617471328
2024-01-10 00:30:00,True,True,True,True,True,True,True,False,True,True,True,True,True,True,86400.0,120.0,120.0,120.0,120.0,120.0,120.0,86400.0,138.29277049946884,127.6764537779344,120.0,120.0,139.67056771256776,120.0,0.0,0.0,0.0,0.0,0.0,0.10292082814619685,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8684922214892336,0.9431439369656687,1.0,1.0,0.8549078785521912,1.0,1.0,1.0,1.0,1.0,1.0,0.9032460665933013,1.0,0.0,0.8684922214892336,0.9431439369656687,1.0,1.0,0.7721921786018905,1.0,0.8571428571428571,0.9523634338581562,0.9861780095133287,0.7976897624366847
